"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NAPROPAMIDE = 103001)","HERBICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MUSTARD OIL = 4901)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE",37
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYTOKININS = 116801)","OTHER",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER",NA
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(NITROGEN) FERTILIZER",100
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(PHOSPHATE) FERTILIZER",97
2018,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(POTASH) FERTILIZER",100
2018,"FLORIDA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",281750000
2018,"FLORIDA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2018,"FLORIDA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",0
2018,"FLORIDA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",2450000
2018,"NEW YORK","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"NEW YORK","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",200
2018,"NEW YORK","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"NEW YORK","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",30600
2018,"NORTH CAROLINA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",21375000
2018,"NORTH CAROLINA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2018,"NORTH CAROLINA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",0
2018,"NORTH CAROLINA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",125000
2018,"OREGON","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"OREGON","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",700
2018,"OREGON","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"OREGON","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",109300
2018,"OTHER STATES","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",12288000
2018,"OTHER STATES","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",14795000
2018,"WASHINGTON","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"WASHINGTON","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",300
2018,"WASHINGTON","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2018,"WASHINGTON","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",85800
2017,"CALIFORNIA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",2336520000
2017,"CALIFORNIA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",24600
2017,"CALIFORNIA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",194383000
2017,"CALIFORNIA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",24549900
2017,"FLORIDA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"FLORIDA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2017,"FLORIDA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"FLORIDA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",2137500
2017,"NEW YORK","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"NEW YORK","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",1300
2017,"NEW YORK","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"NEW YORK","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",45500
2017,"NORTH CAROLINA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",21168000
2017,"NORTH CAROLINA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",6300
2017,"NORTH CAROLINA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",140000
2017,"NORTH CAROLINA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",128700
2017,"OREGON","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",6396000
2017,"OREGON","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2017,"OREGON","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",15652000
2017,"OREGON","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",200200
2017,"OTHER STATES","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",316105000
2017,"OTHER STATES","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2017,"OTHER STATES","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",5449000
2017,"OTHER STATES","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",0
2017,"WASHINGTON","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"WASHINGTON","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",1100
2017,"WASHINGTON","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2017,"WASHINGTON","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",112900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE",2300
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BACILLUS PUMILUS = 6485)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BLAD = 30006)","FUNGICIDE",4400
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BORAX DECAHYDRATE = 11102)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE",11000
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE",222600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(COPPER OXIDE = 25601)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE",300
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE",13700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE",20800
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE",9200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE",1000
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE",2300
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE",4500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE",700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE",32100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE",2200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE",8700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE",14100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE",3500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE",637100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE",600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",6700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TOTAL)","FUNGICIDE",1035100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE",1900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE",5600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(AMMONIUM PELARGONATE = 31802)","HERBICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE",500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE",3000
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PENDIMETHALIN = 108501)","HERBICIDE",15600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TOTAL)","HERBICIDE",19600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE",300
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(ACEQUINOCYL = 6329)","INSECTICIDE",2500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE",3300
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(AZADIRACHTIN = 121701)","INSECTICIDE",1500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE",6200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE",2700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CARBARYL = 56801)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",1400
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CHLORPYRIFOS = 59101)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CYFLUMETOFEN = 138831)","INSECTICIDE",3200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(ETOXAZOLE = 107091)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FENPROPATHRIN = 127901)","INSECTICIDE",4600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLONICAMID = 128016)","INSECTICIDE",4100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUBENDIAMIDE = 27602)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUPYRADIFURONE = 122304)","INSECTICIDE",2100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE",1100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE",21100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE",2500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(NALED = 34401)","INSECTICIDE",10200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(NEEM OIL = 25006)","INSECTICIDE",1700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(NEEM OIL","INSECTICIDE",193500
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE",3200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(POTASSIUM SALTS = 79021)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PYRETHRINS = 69001)","INSECTICIDE",1400
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PYRIPROXYFEN = 129032)","INSECTICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE",2200
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(SPINOSAD = 110003)","INSECTICIDE",700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE",700
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TOTAL)","INSECTICIDE",279600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CAPRIC ACID = 128955)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CAPRYLIC ACID = 128919)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER",5589100
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER",817000
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(FLUTRIAFOL = 128940)","OTHER",1600
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(GLIOCLADIUM VIRENS = 129000)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(HYDROGEN PEROXIDE = 595)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(IRON PHOSPHATE = 34903)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(METALDEHYDE = 53001)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(METAM-POTASSIUM = 39002)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(METAM-SODIUM = 39003)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(METHYL BROMIDE = 53201)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PAECILOMYCES FUMOSOR = 115002)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(PEROXYACETIC ACID = 63201)","OTHER",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER",3000
2016,"CALIFORNIA","BEARING","APPLICATIONS","","MEASURED IN LB","(TOTAL)","OTHER",6966400
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE",0.227
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS PUMILUS = 6485)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BLAD = 30006)","FUNGICIDE",0.533
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BORAX DECAHYDRATE = 11102)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE",0.352
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE",1.659
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER OXIDE = 25601)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE",0.022
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE",0.327
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE",0.715
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE",0.218
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE",0.124
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE",0.177
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FOSETYL-AL = 123301)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE",0.471
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE",0.115
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE",0.297
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE",0.044
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(POTASSIUM BICARBON. = 73508)","FUNGICIDE",2.392
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE",0.112
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE",0.178
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE",0.658
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(QUINOLINE = 55459)","FUNGICIDE",0.096
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE",3.712
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE",0.037
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",0.826
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE",NA
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE",0.108
2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","FUNGICIDE",0.234
