"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"1365",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1366",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.1"
"1367",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1368",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.3"
"1369",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1370",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1371",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1372",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1373",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.4"
"1374",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1375",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.3"
"1376",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.4"
"1377",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1378",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.3"
"1379",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1380",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.7"
"1381",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1382",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1383",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1384",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.7"
"1385",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.6"
"1386",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1387",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1388",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","2.5"
"1389",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1390",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1391",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"1392",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.3"
"1393",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1394",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"1395",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.4"
"1396",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1397",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1398",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1399",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1400",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1401",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1402",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","1.1"
"1403",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","1"
"1404",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","1.1"
"1405",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1406",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1407",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1408",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1409",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1410",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1411",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"1412",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","1.4"
"1413",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","16.9"
"1414",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","11.8"
"1415",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","13.2"
"1416",2018,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","10.2"
"1417",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","10"
"1418",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1419",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","14"
"1420",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1421",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","1"
"1422",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1423",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1424",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","9"
"1425",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","41"
"1426",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1427",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1428",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","6"
"1429",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","30"
"1430",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1431",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","9"
"1432",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","30"
"1433",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","32"
"1434",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","14"
"1435",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1436",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1437",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1438",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","8"
"1439",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","18"
"1440",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","20"
"1441",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","15"
"1442",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","12"
"1443",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","12"
"1444",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","21"
"1445",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","10"
"1446",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","23"
"1447",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"1448",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","64"
"1449",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","19"
"1450",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","4"
"1451",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","13"
"1452",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","71"
"1453",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","37"
"1454",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","13"
"1455",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","4"
"1456",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"1457",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"1458",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"1459",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","6"
"1460",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","4"
"1461",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"1462",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","7"
"1463",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","22"
"1464",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","10"
"1465",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","20"
"1466",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","29"
"1467",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","22"
"1468",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","19"
"1469",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","16"
"1470",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","7"
"1471",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","23"
"1472",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1473",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1474",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1475",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1476",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","21"
"1477",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1478",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","4"
"1479",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1480",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","21"
"1481",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1482",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1483",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1484",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1485",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","8"
"1486",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","2"
"1487",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","35"
"1488",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","9"
"1489",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","11"
"1490",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","18"
"1491",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1492",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","7"
"1493",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","13"
"1494",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","13"
"1495",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1496",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","23"
"1497",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","39"
"1498",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1499",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1500",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","8"
"1501",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1502",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","26"
"1503",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","18"
"1504",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","9"
"1505",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1506",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"1507",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","12"
"1508",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","63"
"1509",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1510",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1511",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1512",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1513",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1514",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1515",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","30"
"1516",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","22"
"1517",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","9"
"1518",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1519",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1520",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1521",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1522",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1523",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1524",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"1525",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","15"
"1526",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","45"
"1527",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","","97"
"1528",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","","93"
"1529",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","","94"
"1530",2018,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","","81"
"1531",2018,"CALIFORNIA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","1,856,015,000"
"1532",2018,"CALIFORNIA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","17,846,300"
"1533",2018,"CALIFORNIA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"1534",2018,"CALIFORNIA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","230,062,000"
"1535",2018,"CALIFORNIA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","5,451,700"
"1536",2018,"CALIFORNIA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","276,358"
"1537",2018,"CALIFORNIA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","23,298,000"
"1538",2018,"FLORIDA"," ",""," ",""," ","","9,800"
"1539",2018,"FLORIDA"," ",""," ",""," ","","9,900"
"1540",2018,"FLORIDA","MEASURED","$"," ",""," ","","281,750,000"
"1541",2018,"FLORIDA","MEASURED","CWT"," ",""," ","","2,450,000"
"1542",2018,"FLORIDA","MEASURED","CWT /"," ",""," ","","250"
"1543",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1544",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","87,400"
"1545",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1546",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1547",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","3,300"
"1548",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1549",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1550",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","1,700"
"1551",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1552",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1553",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1554",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1555",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1556",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1557",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1558",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1559",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","(D)"
"1560",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","22,500"
"1561",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","FUNGICIDE","128,400"
"1562",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1563",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1564",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1565",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1566",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1567",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1568",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","HERBICIDE","(D)"
"1569",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1570",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1571",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1572",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1573",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(NA)"
"1574",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(NA)"
"1575",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1576",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1577",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1578",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1579",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1580",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1581",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1582",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1583",2018,"FLORIDA","BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","INSECTICIDE","(D)"
